ID,Age,MonthlyActiveDays,AvgSessionDuration,WorkoutsCompleted,SocialEngagementScore,SubscriptionTier,InAppPurchases,DeviceType,Churned,LifetimeValue,Cluster
766,29,19,28,2,72,Basic,52.58,iOS,1,367.19,Cluster 3
767,18,5,14,2,10,Free,0.45,Android,0,7.9,Cluster 4
768,32,28,67,24,83,Premium,142.78,iOS,1,1452.43,Cluster 1
769,35,16,24,2,97,Basic,11.44,Android,1,298.06,Cluster 3
770,25,2,24,0,14,Free,6.88,Android,1,6.44,Cluster 4
771,36,25,62,29,97,Premium,189.2,Android,0,1100.59,Cluster 1
772,34,30,68,26,71,Premium,280.56,iOS,0,1501.56,Cluster 1
773,30,28,69,26,93,Premium,389.35,Android,0,1969.37,Cluster 1
774,32,10,24,1,87,Free,57.55,Android,1,215.54,Cluster 3
775,26,14,14,0,89,Premium,21.93,iOS,0,218.45,Cluster 3
776,25,17,15,0,72,Premium,59.7,iOS,1,288.33,Cluster 3
777,30,14,21,2,92,Premium,20.2,iOS,1,333.93,Cluster 3
778,32,12,28,1,82,Basic,42.6,iOS,0,105.57,Cluster 3
779,29,10,19,2,67,Free,14.57,iOS,0,349.29,Cluster 3
780,24,5,9,0,14,Free,1.82,iOS,1,59.17,Cluster 4
781,45,4,28,4,27,Basic,8.02,iOS,0,7.15,Cluster 2
782,29,3,19,3,13,Free,3.98,Android,1,35.91,Cluster 4
783,27,1,22,2,18,Basic,5.44,iOS,1,40.06,Cluster 4
784,28,3,19,2,4,Free,1.61,Android,1,80.07,Cluster 4
785,32,30,84,20,90,Premium,111.49,Android,0,1339.17,Cluster 1
786,43,7,43,3,26,Free,12.58,Android,0,145.4,Cluster 2
787,30,26,60,30,74,Premium,250.87,Android,0,1556.62,Cluster 1
788,33,25,82,27,79,Premium,366.4,Android,0,1506.69,Cluster 1
789,34,3,18,3,19,Free,7.75,Android,1,78.63,Cluster 4
790,27,29,78,26,79,Basic,389.3,iOS,0,1670.4,Cluster 1
791,38,29,73,22,82,Premium,227.87,iOS,0,1621.72,Cluster 1
792,33,19,14,1,69,Free,22.25,Android,0,268.22,Cluster 3
793,35,29,69,30,75,Premium,116.31,iOS,0,1470.23,Cluster 1
794,32,1,22,0,17,Basic,5.06,iOS,1,93.54,Cluster 4
795,32,14,25,0,65,Basic,12.28,iOS,0,144.34,Cluster 3
796,43,5,23,4,23,Free,6.37,Android,1,77.23,Cluster 2
797,25,2,20,3,3,Free,0.17,Android,1,87.95,Cluster 4
798,22,14,29,0,90,Free,42.57,iOS,1,353.37,Cluster 3
799,32,30,81,28,78,Premium,105.64,iOS,0,1005.88,Cluster 1
800,40,26,74,29,86,Premium,278.16,iOS,0,1087.61,Cluster 1
801,36,25,68,24,92,Basic,346.64,iOS,0,1570.38,Cluster 1
802,42,7,24,3,18,Basic,18.29,iOS,0,123.15,Cluster 2
803,30,2,11,1,15,Free,3.55,Android,1,18.06,Cluster 4
804,27,11,13,0,68,Free,31.37,Android,1,328.61,Cluster 3
805,33,6,32,8,25,Basic,29.98,Android,1,23.67,Cluster 2
806,33,16,13,2,84,Free,55.29,Android,0,240.41,Cluster 3
807,23,10,13,1,94,Free,31.52,iOS,0,370.96,Cluster 3
808,25,4,15,1,6,Free,3.22,Android,1,19.07,Cluster 4
809,39,30,65,23,88,Premium,225.24,iOS,0,1695.5,Cluster 1
810,25,12,14,1,85,Basic,22.03,iOS,1,254.28,Cluster 3
811,25,4,19,2,2,Basic,6.55,iOS,1,22.43,Cluster 4
812,42,7,23,7,18,Basic,20.06,iOS,1,185.92,Cluster 2
813,29,5,12,0,6,Free,7.67,Android,1,71.53,Cluster 4
814,26,14,13,1,68,Free,43.33,iOS,0,304.52,Cluster 3
815,44,30,72,27,90,Premium,139.18,Android,0,1553.33,Cluster 1
816,20,1,9,3,18,Free,0.88,Android,1,86.48,Cluster 4
817,28,12,29,2,87,Basic,59.93,Android,1,194,Cluster 3
818,35,17,21,1,82,Free,43.69,Android,0,388.37,Cluster 3
819,24,10,17,1,76,Free,43.09,Android,1,280.98,Cluster 3
820,29,19,18,0,86,Free,29.22,iOS,1,301.46,Cluster 3
821,31,2,20,2,2,Free,2.86,Android,1,64.06,Cluster 4
822,44,25,80,23,87,Premium,394.25,Android,0,1140.83,Cluster 1
823,31,16,16,2,79,Free,51.33,Android,0,222.1,Cluster 3
824,43,4,37,6,22,Basic,11.64,iOS,1,144.4,Cluster 2
825,37,9,23,6,21,Free,21.1,Android,1,160.13,Cluster 2
826,27,15,17,1,80,Free,37.04,iOS,1,290.84,Cluster 3
827,27,6,23,1,10,Basic,1.47,iOS,1,47.61,Cluster 4
828,35,16,25,0,96,Free,41.07,Android,1,396.71,Cluster 3
829,38,29,78,22,73,Premium,343.87,Android,0,1336.04,Cluster 1
830,37,9,25,3,11,Free,22.06,Android,0,94.57,Cluster 2
831,22,1,24,1,12,Free,1.8,iOS,1,75.56,Cluster 4
832,35,29,88,23,87,Premium,195.07,iOS,0,1577.41,Cluster 1
833,22,5,13,0,6,Free,1.99,iOS,1,78.49,Cluster 4
834,35,10,41,8,27,Free,8.5,iOS,1,65.55,Cluster 2
835,30,17,30,1,78,Free,42.42,iOS,0,202.47,Cluster 3
836,43,8,36,4,18,Basic,1.53,Android,0,105.57,Cluster 2
837,22,1,18,2,15,Free,8.18,iOS,1,90.92,Cluster 4
838,32,15,29,2,76,Free,38.26,Android,0,314.17,Cluster 3
839,26,6,15,1,7,Basic,6.31,Android,1,35.88,Cluster 4
840,32,20,28,0,88,Free,45.7,iOS,0,220.73,Cluster 3
841,35,30,75,21,96,Premium,189.08,iOS,0,1325.84,Cluster 1
842,33,3,15,3,4,Free,1.02,iOS,0,49.13,Cluster 4
843,37,26,73,24,82,Premium,142.77,iOS,0,1507.24,Cluster 1
844,48,7,40,3,12,Free,5.95,iOS,1,29.02,Cluster 2
845,41,9,35,7,12,Free,13.43,Android,1,114.2,Cluster 2
846,40,7,38,8,21,Free,15.73,Android,1,141.06,Cluster 2
847,30,3,17,2,9,Free,4.77,iOS,1,64.39,Cluster 4
848,25,13,16,2,74,Free,51.65,Android,0,144.32,Cluster 3
849,35,29,76,21,88,Premium,368.76,iOS,0,1234.62,Cluster 1
850,24,15,16,0,79,Basic,20.91,iOS,0,187.15,Cluster 3
851,43,4,31,7,16,Free,27.09,Android,1,196.52,Cluster 2
852,49,6,37,7,12,Free,0.12,iOS,1,191.92,Cluster 2
853,37,29,69,20,88,Premium,366.76,iOS,0,1076.67,Cluster 1
854,36,5,14,2,10,Free,7.18,iOS,0,9.84,Cluster 4
855,36,30,76,23,72,Premium,197.17,Android,0,1789.67,Cluster 1
856,43,25,77,21,96,Premium,392.18,iOS,0,1388.1,Cluster 1
857,30,6,42,8,29,Free,7.76,iOS,1,130.5,Cluster 2
858,41,9,21,8,25,Basic,23.25,Android,1,89.35,Cluster 2
859,36,27,82,24,88,Premium,208.67,Android,0,1479.28,Cluster 1
860,44,9,29,5,28,Free,18.03,Android,1,168.88,Cluster 2
861,31,10,15,0,90,Free,46.47,Android,1,228.95,Cluster 3
862,23,5,22,2,3,Free,8.15,Android,1,79.15,Cluster 4
863,27,16,23,2,72,Free,55.01,iOS,1,238.88,Cluster 3
864,43,8,25,3,18,Free,18.2,iOS,1,149.92,Cluster 2
865,30,10,17,1,92,Basic,14.57,iOS,1,380.31,Cluster 3
866,43,7,22,3,13,Free,18.96,iOS,1,86.01,Cluster 2
867,24,2,14,2,19,Basic,7.29,iOS,1,53.58,Cluster 4
868,35,26,89,26,96,Premium,341.57,iOS,1,1433,Cluster 1
869,39,8,31,3,14,Free,8.92,iOS,0,40.94,Cluster 2
870,39,8,38,5,30,Free,15.12,Android,1,198.14,Cluster 2
871,44,4,30,7,15,Basic,6.25,iOS,1,133.84,Cluster 2
872,45,30,74,30,71,Basic,217.74,iOS,0,1180.63,Cluster 1
873,42,6,22,3,11,Free,7.12,iOS,1,81.04,Cluster 2
874,44,28,69,30,90,Premium,191.62,iOS,0,1537.01,Cluster 1
875,18,4,9,3,4,Free,5.29,iOS,1,57.95,Cluster 4
876,43,6,42,4,12,Free,18.12,Android,0,69.15,Cluster 2
877,41,28,65,30,82,Premium,237.6,iOS,0,1937.91,Cluster 1
878,45,7,33,7,29,Free,7.89,Android,1,22.89,Cluster 2
879,30,29,78,25,79,Premium,230.87,iOS,0,1751.08,Cluster 1
880,28,18,15,1,96,Free,52.77,iOS,1,263.2,Cluster 3
881,31,10,23,2,69,Basic,45.31,iOS,0,118.94,Cluster 3
882,24,2,21,0,14,Free,8.38,Android,1,65.6,Cluster 4
883,37,27,82,25,90,Premium,214.18,iOS,0,1866.61,Cluster 1
884,46,6,35,7,16,Basic,18.92,iOS,1,60.1,Cluster 2
885,27,16,28,2,76,Premium,14.85,iOS,0,318.35,Cluster 3
886,27,4,9,1,1,Basic,6.69,Android,1,86.34,Cluster 4
887,34,29,75,23,91,Premium,201.3,iOS,0,1384.95,Cluster 1
888,23,6,8,2,19,Basic,5.23,iOS,1,81.77,Cluster 4
889,27,17,23,0,72,Basic,56.11,iOS,1,190.48,Cluster 3
890,18,3,10,0,5,Free,2.3,iOS,0,43.34,Cluster 4
891,30,14,16,0,82,Premium,19.1,iOS,0,227.17,Cluster 3
892,32,28,75,27,89,Premium,328.32,Android,1,1140.32,Cluster 1
893,23,4,20,1,0,Basic,3.33,Android,0,9.99,Cluster 4
894,25,3,25,2,19,Free,1.51,Android,1,41.56,Cluster 4
895,27,11,28,0,73,Basic,38.7,iOS,1,154.49,Cluster 3
896,33,3,9,2,19,Basic,6.53,Android,1,23.08,Cluster 4
897,32,3,15,0,11,Free,3.08,Android,1,69.03,Cluster 4
898,28,11,25,0,94,Basic,10.38,Android,1,167.17,Cluster 3
899,40,4,45,5,27,Premium,26.77,iOS,1,73.18,Cluster 2
900,38,8,23,7,28,Free,29.12,Android,1,91.39,Cluster 2
901,38,10,22,8,11,Free,10.27,Android,1,72.5,Cluster 2
902,46,8,30,3,17,Free,24.25,Android,1,98.28,Cluster 2
903,34,14,28,1,93,Basic,56.52,Android,1,363.15,Cluster 3
904,22,13,11,1,72,Basic,40.91,iOS,1,182.91,Cluster 3
905,28,15,25,2,81,Basic,43.19,iOS,1,268.19,Cluster 3
906,26,13,20,2,70,Free,57.05,iOS,1,149.93,Cluster 3
907,36,3,19,1,16,Free,7.41,Android,1,40.12,Cluster 4
908,23,10,24,2,84,Free,51.5,Android,1,237.32,Cluster 3
909,30,3,16,2,8,Basic,0.25,Android,1,53.87,Cluster 4
910,30,16,23,0,92,Free,58.17,iOS,1,112.52,Cluster 3
911,32,15,12,0,64,Free,34.66,iOS,1,116.18,Cluster 3
912,33,26,87,27,98,Basic,327.42,iOS,0,1575.06,Cluster 1
913,29,15,11,0,64,Basic,12.17,iOS,0,211.73,Cluster 3
914,22,16,27,0,90,Basic,36.97,iOS,0,213.51,Cluster 3
915,44,5,34,5,19,Free,11.15,iOS,1,37.32,Cluster 2
916,31,28,70,28,90,Basic,159.04,Android,0,1085.49,Cluster 1
917,43,6,43,3,25,Basic,0.99,iOS,1,138.66,Cluster 2
918,31,25,82,26,82,Premium,334.93,Android,0,1299.41,Cluster 1
919,29,30,61,27,98,Basic,309.87,Android,0,1684.85,Cluster 1
920,29,3,6,1,19,Free,9.13,Android,0,89.45,Cluster 4
921,26,10,11,1,83,Basic,16.03,iOS,0,171.71,Cluster 3
922,34,30,86,28,92,Basic,111.01,Android,0,1315.57,Cluster 1
923,28,16,22,1,80,Free,43.61,iOS,0,162.43,Cluster 3
924,45,30,65,24,76,Premium,308.44,iOS,0,1248.51,Cluster 1
925,44,6,25,8,22,Premium,12.79,Android,0,111.35,Cluster 2
926,28,18,16,1,69,Basic,37.23,iOS,1,149.28,Cluster 3
927,40,28,65,27,92,Premium,246.91,Android,0,1033.88,Cluster 1
928,44,7,39,5,27,Free,27.89,Android,1,95.06,Cluster 2
929,26,4,11,1,3,Free,4.89,iOS,1,50.74,Cluster 4
930,50,9,34,6,15,Free,18.19,iOS,1,65.75,Cluster 2
931,28,1,23,1,10,Free,0.87,iOS,1,16.74,Cluster 4
932,55,8,39,6,10,Free,15.51,iOS,1,68.09,Cluster 2
933,35,10,29,0,68,Free,37.58,Android,0,286.83,Cluster 3
934,34,30,69,22,84,Premium,177.04,iOS,1,1711.61,Cluster 1
935,44,9,24,8,16,Free,15.03,iOS,1,77.03,Cluster 2
936,29,30,84,20,77,Premium,359.43,iOS,0,1396.93,Cluster 1
937,29,15,19,1,83,Premium,52.34,Android,1,328.29,Cluster 3
938,48,7,25,6,27,Basic,2.6,iOS,1,25.09,Cluster 2
939,36,30,86,23,80,Premium,200.66,iOS,0,1417.82,Cluster 1
940,31,16,28,1,75,Free,39.25,iOS,1,380.38,Cluster 3
941,30,28,68,20,79,Premium,234.69,iOS,0,1565,Cluster 1
942,48,9,21,4,11,Free,20.19,Android,1,120.53,Cluster 2
943,25,15,18,2,64,Free,29.42,iOS,0,385.78,Cluster 3
944,40,26,62,23,90,Basic,276.21,iOS,0,1062.43,Cluster 1
945,27,3,18,0,18,Free,7.43,iOS,1,9.54,Cluster 4
946,24,2,15,3,12,Free,4.89,iOS,0,51.18,Cluster 4
947,19,4,24,2,13,Basic,7.16,Android,1,90.02,Cluster 4
948,35,14,24,0,73,Basic,51.23,Android,1,343.04,Cluster 3
949,22,19,29,2,71,Free,21.61,iOS,1,113.96,Cluster 3
950,24,6,10,3,8,Free,6.34,iOS,0,1.2,Cluster 4
951,27,14,26,2,89,Basic,55.25,iOS,0,207.52,Cluster 3
952,29,4,15,1,4,Free,6.91,iOS,1,92.66,Cluster 4
953,26,13,27,1,82,Free,11.57,iOS,0,151.54,Cluster 3
954,38,7,39,3,12,Basic,13.57,iOS,1,143.09,Cluster 2
955,32,28,78,22,70,Premium,352.74,Android,0,1478.49,Cluster 1
956,31,1,12,2,8,Free,4.82,Android,1,25.2,Cluster 4
957,26,4,22,0,4,Free,7.68,iOS,1,22.04,Cluster 4
958,41,4,36,8,21,Free,20.94,Android,1,6.66,Cluster 2
959,33,28,62,27,86,Premium,317.34,Android,0,1491.92,Cluster 1
960,26,3,16,2,9,Free,7.47,iOS,1,30.4,Cluster 4
961,40,29,66,21,88,Premium,339.66,Android,0,1111.6,Cluster 1
962,27,13,16,2,70,Free,35.57,iOS,1,229.65,Cluster 3
963,26,3,11,3,19,Free,9.62,iOS,1,58.49,Cluster 4
964,25,6,9,0,5,Free,3.93,Android,1,25.78,Cluster 4
965,27,16,21,1,65,Basic,44.09,iOS,1,209.02,Cluster 3
966,26,6,13,3,20,Free,2.96,iOS,1,78.01,Cluster 4
967,40,10,28,4,29,Basic,4.46,Android,0,167.31,Cluster 2
968,49,10,31,4,14,Free,6.8,Android,1,83.1,Cluster 2
969,26,3,13,2,3,Free,0.19,iOS,1,39.12,Cluster 4
970,34,1,23,3,20,Free,1.71,Android,1,28.8,Cluster 4
971,43,30,63,26,75,Premium,121.92,Android,0,1367.06,Cluster 1
972,18,2,8,1,9,Free,2.61,Android,1,32.26,Cluster 4
973,25,10,15,1,70,Premium,28.14,iOS,0,114.03,Cluster 3
974,24,1,8,2,17,Free,5.84,Android,1,83.52,Cluster 4
975,36,27,62,28,93,Premium,277.09,Android,0,1959.72,Cluster 1
976,47,5,42,7,15,Premium,5.69,Android,1,86.44,Cluster 2
977,32,6,33,7,14,Free,20.45,iOS,1,66.96,Cluster 2
978,49,10,41,7,15,Free,15.74,Android,1,197.87,Cluster 2
979,37,27,66,29,82,Basic,271.9,iOS,0,1361.8,Cluster 1
980,32,28,63,25,78,Basic,120.38,iOS,0,1379.45,Cluster 1
981,39,26,85,21,87,Premium,240.94,Android,0,1569.72,Cluster 1
982,41,6,44,4,25,Free,8.61,Android,1,163.07,Cluster 2
983,32,25,65,21,84,Premium,267.02,iOS,0,1976.54,Cluster 1
984,33,19,18,0,72,Basic,47.73,iOS,1,301.26,Cluster 3
985,24,19,26,1,96,Basic,43.08,Android,1,385.1,Cluster 3
986,34,8,35,4,14,Free,14.19,Android,1,16.19,Cluster 2
987,23,4,8,3,13,Free,3.14,Android,1,15.32,Cluster 4
988,26,11,26,1,81,Basic,40.66,Android,1,321.11,Cluster 3
989,30,16,16,1,63,Free,35.52,iOS,1,355.43,Cluster 3
990,31,11,26,0,60,Free,18.89,iOS,1,242.79,Cluster 3
991,37,27,64,22,81,Premium,214.38,iOS,0,1816.46,Cluster 1
992,32,10,24,0,61,Basic,55.06,iOS,1,313.05,Cluster 3
993,26,4,23,3,8,Free,7.76,iOS,1,73.9,Cluster 4
994,31,27,71,23,89,Premium,246.53,iOS,0,1617.62,Cluster 1
995,30,8,33,5,11,Free,1.87,Android,1,127.69,Cluster 2
996,46,8,25,3,27,Free,26.48,iOS,1,2.91,Cluster 2
997,27,1,24,2,15,Free,9.77,Android,0,12.51,Cluster 4
998,40,30,89,25,81,Premium,313.66,Android,0,1790.17,Cluster 1
999,43,27,70,30,76,Basic,399.26,Android,0,1615.9,Cluster 1
1000,25,4,11,3,2,Free,7.97,Android,0,64.53,Cluster 4
1001,49,4,34,6,19,Free,8.31,Android,1,27.4,Cluster 2
1002,35,30,75,24,78,Basic,209.29,iOS,0,1119.94,Cluster 1
1003,34,26,63,26,100,Premium,147.28,Android,0,1688.11,Cluster 1
1004,46,5,24,3,12,Free,3.77,Android,1,135.95,Cluster 2
1005,31,1,21,1,14,Free,6.07,iOS,0,54.63,Cluster 4
1006,31,30,85,23,98,Premium,195.49,iOS,0,1824.2,Cluster 1
1007,33,13,13,0,92,Basic,31.96,Android,1,235.91,Cluster 3
1008,24,5,24,2,7,Free,2.13,iOS,0,6.18,Cluster 4
1009,32,5,6,2,6,Basic,2.92,Android,1,17.88,Cluster 4
1010,37,25,85,22,87,Premium,337.35,iOS,0,1911.43,Cluster 1
1011,50,10,26,6,26,Basic,25.46,iOS,0,47.84,Cluster 2
1012,44,5,27,5,24,Free,19.7,iOS,1,41.91,Cluster 2
1013,24,14,28,0,82,Premium,18.86,Android,0,124.07,Cluster 3
1014,29,3,15,2,0,Free,7.67,Android,1,41.68,Cluster 4
1015,31,29,64,24,74,Premium,312.01,iOS,0,1186.78,Cluster 1
1016,37,30,89,26,91,Premium,134.75,iOS,0,1626.78,Cluster 1
1017,23,3,7,1,13,Free,7.26,iOS,1,96.56,Cluster 4
1018,46,9,28,7,23,Free,21.9,Android,1,126.69,Cluster 2
1019,38,28,88,22,71,Premium,360.29,iOS,0,1836.01,Cluster 1
1020,30,3,25,3,1,Free,1.75,Android,1,54.77,Cluster 4
1021,39,6,38,5,26,Free,16.97,Android,0,76.25,Cluster 2
1022,24,1,22,1,9,Free,4.72,Android,1,49.86,Cluster 4
1023,29,17,11,1,100,Free,11.08,iOS,1,120.3,Cluster 3
1024,27,18,26,0,68,Free,17.03,iOS,0,288.87,Cluster 3
1025,28,19,23,1,60,Free,31.63,iOS,0,276.69,Cluster 3
1026,30,9,41,4,15,Free,23.42,Android,1,10.94,Cluster 2
1027,27,3,20,0,8,Free,7.93,iOS,1,95.16,Cluster 4
1028,52,10,36,7,17,Premium,10.77,iOS,1,96.02,Cluster 2
1029,42,28,76,22,89,Premium,138.2,iOS,0,1565.63,Cluster 1
1030,30,2,23,2,13,Free,0,Android,1,75.85,Cluster 4
1031,42,10,26,6,27,Free,20.56,iOS,1,48.81,Cluster 2
1032,27,29,72,21,87,Premium,120.5,Android,0,1600.46,Cluster 1
1033,24,1,21,3,18,Free,3.55,Android,1,24.95,Cluster 4
1034,29,1,13,2,17,Basic,8.95,Android,1,10.48,Cluster 4
1035,25,5,19,1,1,Free,9.25,iOS,1,86.41,Cluster 4
1036,45,5,24,8,26,Premium,17.6,Android,0,63.2,Cluster 2
1037,37,27,84,28,94,Premium,272.08,iOS,0,1118.16,Cluster 1
1038,26,2,11,3,8,Free,1.76,iOS,1,14.64,Cluster 4
1039,45,10,22,4,16,Free,26.5,Android,1,52.25,Cluster 2
1040,33,20,11,1,95,Basic,45.41,Android,0,282.94,Cluster 3
1041,47,6,40,5,16,Free,21.41,Android,1,112.65,Cluster 2
1042,38,29,84,25,71,Premium,306.84,Android,0,1543.21,Cluster 1
1043,28,18,21,2,63,Basic,21.37,Android,1,298.71,Cluster 3
1044,32,3,22,0,9,Free,7.25,Android,1,0.17,Cluster 4
1045,36,29,61,25,82,Premium,319.91,iOS,0,1871.88,Cluster 1
1046,28,6,15,1,18,Free,8.65,Android,1,67.89,Cluster 4
1047,49,8,28,7,13,Free,26.58,Android,1,153.8,Cluster 2
1048,36,25,83,20,78,Premium,234.25,iOS,0,1248.41,Cluster 1
1049,32,20,11,0,74,Premium,24.88,iOS,0,129.79,Cluster 3
1050,46,6,26,4,21,Free,20.18,iOS,1,96.55,Cluster 2
1051,28,30,75,28,70,Premium,201.22,iOS,0,1165.81,Cluster 1
1052,43,6,44,5,18,Free,23.02,Android,1,159.16,Cluster 2
1053,28,20,20,0,93,Basic,51.89,Android,0,102.73,Cluster 3
1054,28,19,25,1,80,Basic,24.23,iOS,1,138.42,Cluster 3
1055,31,28,75,22,74,Premium,370.22,Android,0,1530.19,Cluster 1
1056,39,27,67,23,98,Premium,125.39,iOS,0,1707.46,Cluster 1
1057,37,7,43,4,25,Free,15.57,Android,1,20.45,Cluster 2
1058,33,25,84,30,87,Premium,337.45,Android,0,1574.23,Cluster 1
1059,31,27,84,20,94,Premium,390.45,Android,0,1832.33,Cluster 1
1060,28,17,17,1,62,Free,58.68,iOS,0,316.44,Cluster 3
1061,44,5,27,8,25,Free,5.21,iOS,1,149.33,Cluster 2
1062,30,27,61,30,79,Premium,107.25,iOS,0,1539.2,Cluster 1
1063,19,3,8,1,9,Basic,5.26,Android,1,46.19,Cluster 4
1064,25,17,29,0,90,Premium,37.27,iOS,1,149.91,Cluster 3
1065,26,15,11,0,78,Free,14.66,iOS,0,218.27,Cluster 3
1066,30,3,17,3,10,Free,0.02,iOS,1,51.6,Cluster 4
1067,35,28,89,20,80,Premium,105.66,Android,0,1339.08,Cluster 1
1068,43,26,77,30,97,Basic,215.18,Android,0,1078.71,Cluster 1
1069,39,4,29,5,13,Free,9.52,Android,1,22.56,Cluster 2
1070,22,5,15,1,20,Free,3.46,iOS,1,61.1,Cluster 4
1071,29,11,22,2,64,Basic,49.73,Android,0,135.97,Cluster 3
1072,39,6,41,3,27,Basic,10.23,Android,1,168.08,Cluster 2
1073,22,16,29,2,79,Basic,46.43,Android,1,180.78,Cluster 3
1074,29,4,10,2,2,Free,4.66,Android,1,30.43,Cluster 4
1075,30,28,77,26,77,Premium,231.38,iOS,0,1153.85,Cluster 1
1076,32,3,20,2,17,Free,9.84,Android,0,57.44,Cluster 4
1077,28,11,21,1,86,Basic,10.86,Android,1,366.69,Cluster 3
1078,27,6,19,2,17,Basic,8.81,Android,1,38.65,Cluster 4
1079,34,16,18,1,79,Premium,45.98,Android,1,198.95,Cluster 3
1080,39,30,65,22,97,Premium,198.99,Android,0,1881.47,Cluster 1
1081,34,29,75,20,86,Premium,268.56,iOS,0,1250.51,Cluster 1
1082,18,4,21,2,20,Free,3.79,Android,1,23.2,Cluster 4
1083,41,4,41,6,10,Free,14.72,iOS,1,195.48,Cluster 2
1084,29,1,7,1,18,Free,7.8,Android,1,2.23,Cluster 4
1085,25,4,15,1,17,Basic,4.49,Android,1,72.97,Cluster 4
1086,30,10,23,1,87,Free,55.45,iOS,1,129.07,Cluster 3
1087,37,28,82,25,77,Premium,358.92,iOS,0,1758.08,Cluster 1
1088,25,30,66,23,85,Basic,278.99,Android,0,1537.61,Cluster 1
1089,33,20,19,0,81,Free,52.65,iOS,0,383.86,Cluster 3
1090,32,20,23,0,100,Basic,25.72,iOS,1,315.84,Cluster 3
1091,31,15,12,1,70,Free,35.02,iOS,1,189.91,Cluster 3
1092,19,5,12,2,12,Free,8.47,iOS,1,17.94,Cluster 4
1093,32,2,6,3,1,Free,8.27,Android,1,28.13,Cluster 4
1094,27,2,13,2,3,Free,1.34,iOS,1,21.49,Cluster 4
1095,36,4,43,4,20,Free,10.89,Android,1,101.29,Cluster 2
1096,33,10,25,1,72,Basic,11.45,iOS,0,250.28,Cluster 3
1097,44,27,67,26,74,Premium,324.58,Android,0,1867.96,Cluster 1
1098,28,6,10,2,5,Free,7.05,iOS,1,59.75,Cluster 4
1099,46,7,37,8,11,Free,29.37,Android,1,25.1,Cluster 2
1100,27,19,28,1,96,Basic,52.27,iOS,0,318.03,Cluster 3
1101,26,5,16,1,12,Free,0.98,iOS,1,71.07,Cluster 4
1102,31,17,20,2,90,Basic,32.07,iOS,1,310.53,Cluster 3
1103,24,4,19,2,15,Free,0.53,Android,1,5.85,Cluster 4
1104,31,10,22,1,93,Free,31.16,Android,1,374.58,Cluster 3
1105,22,11,24,1,65,Basic,42.61,Android,1,264.11,Cluster 3
1106,22,20,28,1,63,Free,41.67,Android,0,150.68,Cluster 3
1107,25,4,17,0,11,Free,2.57,iOS,1,68.87,Cluster 4
1108,29,27,64,21,76,Basic,209.9,iOS,0,1944.44,Cluster 1
1109,21,6,18,3,5,Basic,1.49,iOS,1,8.62,Cluster 4
1110,38,7,38,6,20,Free,19.93,Android,0,171.58,Cluster 2
1111,29,1,16,3,7,Free,1.84,Android,0,94.91,Cluster 4
1112,21,1,21,3,14,Free,10,iOS,1,51.02,Cluster 4
1113,30,17,27,2,75,Basic,47.25,iOS,0,330.28,Cluster 3
1114,35,26,79,28,76,Premium,255.19,Android,0,1034.4,Cluster 1
1115,38,8,28,4,11,Basic,16.52,iOS,0,161.47,Cluster 2
1116,37,6,29,7,17,Basic,15.27,Android,0,57.66,Cluster 2
1117,39,7,38,4,10,Free,1.25,Android,1,48.06,Cluster 2
1118,42,30,81,29,82,Premium,350.44,iOS,0,1146.63,Cluster 1
1119,39,6,28,7,13,Free,21.83,Android,0,160.95,Cluster 2
1120,31,3,19,0,1,Free,2.37,Android,1,50.49,Cluster 4
1121,25,29,79,20,92,Premium,324.44,iOS,0,1833.41,Cluster 1
1122,18,4,6,3,4,Free,2.19,Android,1,42.9,Cluster 4
1123,23,6,17,0,18,Free,3.77,iOS,1,84.74,Cluster 4
1124,34,29,61,25,80,Premium,205.85,iOS,0,1752.79,Cluster 1
1125,44,5,37,8,29,Free,9.09,iOS,1,78.39,Cluster 2
1126,18,1,16,3,8,Free,1.11,iOS,1,7.52,Cluster 4
1127,28,2,25,1,15,Free,1.1,iOS,1,22.13,Cluster 4
1128,45,7,22,6,24,Basic,20.16,Android,1,146,Cluster 2
1129,50,6,28,7,23,Free,19.56,iOS,0,135.83,Cluster 2
1130,31,4,10,3,18,Free,6.55,iOS,1,12.1,Cluster 4
1131,36,30,77,21,88,Premium,222.21,iOS,0,1145.68,Cluster 1
1132,41,4,22,6,13,Free,7.75,iOS,1,192.46,Cluster 2
1133,35,7,45,8,22,Free,27.95,iOS,1,116.37,Cluster 2
1134,32,15,18,1,72,Free,48.93,iOS,0,376.24,Cluster 3
1135,30,17,19,2,81,Free,36.2,iOS,1,160.8,Cluster 3
1136,28,25,88,24,89,Premium,348.99,Android,0,1113.6,Cluster 1
1137,30,7,38,6,19,Premium,24.12,iOS,0,126.49,Cluster 2
1138,26,11,11,2,89,Premium,34.52,iOS,1,323.72,Cluster 3
1139,40,8,28,3,29,Free,21.23,Android,0,190.65,Cluster 2
1140,34,30,76,27,76,Premium,359.56,iOS,0,1658.72,Cluster 1
1141,33,25,78,25,74,Basic,316.87,iOS,0,1778.42,Cluster 1
1142,32,6,43,3,21,Free,12.46,Android,0,139.04,Cluster 2
1143,31,14,29,2,91,Free,38.37,Android,0,292.36,Cluster 3
1144,41,28,87,21,85,Premium,136.53,Android,0,1150.21,Cluster 1
